"tokenid","total_score","residential_score","commercial_score","industrial_score","residential_boost","commercial_boost","industrial_boost","residential_buildings","commercial_buildings","industrial_buildings","public_buildings","hospital","police station","fire station","school","university","town hall","metpot casino","wildlife waystation","circ-o-verse","bus stop","subway station","metaxi station","football stadium","baseball stadium","soccer stadium","wind farm","solar farm","nuclear power plant","metroverse theatre","metroverse museum","metcinema","cylinder mansion","organic mansion","winter mega-mansion","rocket launch site","crypto mining facility","unbelievaltable","cemetery","ethrash","sewage treatment","rail-x-rail","river-x-river"
144,313,109,89,115,0.11,0.07,0.04,11,9,11,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
145,324,144,89,91,0.05,0.05,0.14,13,9,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
146,321,86,102,133,0.16,0.16,0.16,10,12,12,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,290,108,82,100,0.21,0.17,0.13,7,10,10,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
148,268,66,110,92,0.17,0.17,0.13,7,12,12,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,311,141,105,65,0.14,0.14,0.11,12,8,8,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,273,84,70,119,0.17,0.13,0.09,9,10,14,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,318,105,107,106,0.14,0.12,0.09,12,12,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
152,322,129,105,88,0.18,0.18,0.11,13,9,9,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
153,267,73,139,55,0.23,0.22,0.23,8,15,5,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
154,338,125,122,91,0.14,0.14,0.07,9,13,9,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
155,314,118,83,113,0.2,0.16,0.12,9,8,11,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,279,84,113,82,0.24,0.24,0.22,10,9,8,5,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,280,61,82,137,0.09,0.09,0.24,10,11,11,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
158,275,95,102,78,0.1,0.1,0.16,11,9,8,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,319,99,92,128,0.21,0.21,0.16,10,9,9,5,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,311,72,83,156,0.11,0.11,0.07,12,9,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,300,21,192,87,0.16,0.12,0.12,6,13,9,4,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,289,42,140,107,0.18,0.14,0.11,5,10,13,5,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,303,126,98,79,0.25,0.23,0.2,12,10,9,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,307,89,106,112,0.08,0.04,0.04,13,10,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
165,328,112,117,99,0.17,0.13,0.1,9,8,8,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
166,298,50,102,146,0.25,0.2,0.12,5,9,12,6,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
167,311,116,90,105,0.16,0.12,0.14,13,9,10,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168,322,86,124,112,0.1,0.1,0.07,12,12,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,301,128,66,107,0.16,0.16,0.13,13,8,10,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,294,96,92,106,0.13,0.13,0.16,11,9,10,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,330,106,121,103,0.14,0.14,0.07,9,10,9,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,285,55,85,145,0.14,0.1,0.03,10,9,15,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173,274,53,106,115,0.18,0.13,0.17,5,13,12,6,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,289,109,106,74,0.18,0.18,0.11,11,11,12,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,321,63,134,124,0.22,0.18,0.11,7,10,11,6,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,318,76,152,90,0.14,0.1,0.16,10,15,10,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
177,269,113,84,72,0.22,0.18,0.27,8,11,9,7,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
178,314,93,117,104,0.12,0.12,0.12,8,10,12,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
179,328,90,124,114,0.2,0.16,0.16,8,10,12,5,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
180,331,135,121,75,0.1,0.1,0.07,12,13,10,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,285,61,162,62,0.18,0.18,0.13,8,14,8,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,290,96,146,48,0.18,0.14,0.07,11,11,5,5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,283,70,144,69,0.16,0.15,0.07,11,14,9,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
184,313,98,122,93,0.04,0.04,0.04,10,10,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,311,93,93,125,0.21,0.21,0.17,9,10,10,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,356,91,113,152,0.15,0.15,0.12,11,9,13,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,335,70,113,152,0.07,0.07,0.07,9,10,13,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
188,255,75,90,90,0.21,0.17,0.15,9,9,10,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,339,74,118,147,0.11,0.11,0.11,9,12,12,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,269,97,99,73,0.18,0.18,0.2,10,8,8,6,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191,338,110,133,95,0.08,0.08,0.17,11,14,10,4,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
192,361,129,104,128,0.09,0.09,0.05,10,10,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,307,127,94,86,0.08,0.08,0.04,13,9,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
194,309,85,102,122,0.15,0.15,0.12,11,10,12,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
195,307,93,131,83,0.19,0.15,0.11,11,12,10,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,371,105,145,121,0.07,0.07,0.07,10,14,9,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197,306,62,183,61,0.21,0.21,0.18,8,17,7,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
198,292,98,73,121,0.14,0.14,0.07,11,9,15,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,291,18,70,203,0.14,0.14,0.11,5,9,19,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
200,305,120,95,90,0.06,0.06,0.03,10,13,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
201,309,76,109,124,0.23,0.19,0.19,5,10,10,7,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
202,274,104,69,101,0.17,0.17,0.19,13,7,12,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
203,335,126,61,148,0.19,0.19,0.12,13,8,11,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204,337,77,148,112,0.11,0.11,0.08,11,12,10,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
205,305,109,95,101,0.18,0.18,0.11,9,9,11,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,281,81,92,108,0.29,0.28,0.16,8,8,12,7,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
207,339,93,121,125,0.18,0.16,0.13,9,12,10,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
208,277,112,83,82,0.17,0.17,0.17,11,11,7,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,332,112,86,134,0.12,0.12,0.18,12,10,11,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
210,254,111,67,76,0.13,0.13,0.17,10,8,10,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
211,303,62,132,109,0.12,0.08,0.1,5,12,7,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,285,80,151,54,0.16,0.16,0.07,12,14,9,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,308,150,76,82,0.1,0.1,0.07,14,9,9,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,280,71,144,65,0.09,0.09,0.14,11,14,9,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
215,322,112,115,95,0.11,0.07,0.13,10,9,8,5,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
216,323,118,126,79,0.11,0.11,0.04,10,10,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,338,131,108,99,0.03,0.03,0.09,14,11,8,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,280,155,85,40,0.2,0.16,0.12,14,11,7,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219,297,143,65,89,0.16,0.16,0.22,17,7,9,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,290,157,77,56,0.12,0.11,0.03,14,9,9,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
221,272,87,83,102,0.24,0.24,0.17,10,10,14,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,312,125,33,154,0.08,0.08,0.05,13,4,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
223,290,69,54,167,0.23,0.22,0.23,9,7,11,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
224,315,129,96,90,0.1,0.05,0,13,11,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,250,70,100,80,0,0,0.06,8,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
226,263,79,87,97,0.2,0.2,0.13,10,9,12,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,310,118,116,76,0.06,0.06,0.03,12,13,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,354,153,109,92,0.15,0.15,0.12,15,9,12,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,331,147,106,78,0.1,0.1,0.03,11,11,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
230,348,114,108,126,0.12,0.12,0.09,10,12,11,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,320,107,159,54,0.14,0.1,0.07,11,14,8,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,299,85,64,150,0.11,0.11,0.04,12,8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,273,102,38,133,0.12,0.08,0.04,13,7,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,340,98,107,135,0.15,0.15,0.12,12,11,12,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,276,87,109,80,0.03,0.03,0.03,11,13,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,286,114,78,94,0.27,0.23,0.16,11,10,9,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,311,93,53,165,0.18,0.14,0.11,12,7,13,5,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,318,112,87,119,0.17,0.17,0.15,12,9,12,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,265,27,73,165,0.23,0.19,0.19,6,9,15,5,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,311,75,105,131,0.17,0.13,0.15,8,9,12,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
241,257,102,76,79,0.29,0.29,0.2,12,9,8,7,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,293,149,68,76,0.08,0.04,0.13,12,9,8,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
243,293,139,78,76,0.23,0.23,0.16,13,8,7,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,311,59,116,136,0.08,0.08,0.1,8,12,10,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
245,352,188,52,112,0.11,0.11,0.08,14,6,8,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
246,315,116,62,137,0.23,0.23,0.16,14,6,8,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,267,111,92,64,0.19,0.15,0.12,13,11,7,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248,364,87,103,174,0.1,0.1,0.07,10,9,19,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,313,132,105,76,0.12,0.08,0.14,11,10,9,5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
250,318,107,90,121,0.07,0.07,0.04,11,10,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
251,288,136,68,84,0.17,0.17,0.11,15,6,12,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252,269,90,88,91,0.15,0.11,0.17,9,11,11,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,318,112,172,34,0.09,0.08,0,12,13,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,261,46,118,97,0.14,0.13,0.1,7,11,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,309,97,121,91,0.18,0.18,0.11,12,11,11,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,334,73,81,180,0.23,0.23,0.23,6,8,9,5,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,311,107,67,137,0.16,0.16,0.16,12,8,11,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
258,278,60,95,123,0.16,0.12,0.14,6,11,12,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259,305,99,70,136,0.14,0.14,0.07,12,8,14,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,338,119,106,113,0.11,0.11,0.11,10,11,10,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
261,252,76,121,55,0.27,0.23,0.14,9,7,8,6,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,323,169,86,68,0.23,0.19,0.16,13,9,8,6,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,326,173,74,79,0.18,0.14,0.07,13,8,10,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,329,123,95,111,0.14,0.14,0.07,14,8,12,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265,277,135,79,63,0.24,0.23,0.11,11,8,9,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
266,311,98,127,86,0.25,0.25,0.27,10,12,8,8,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,375,169,107,99,0.19,0.19,0.12,11,9,10,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268,278,128,42,108,0.23,0.19,0.21,10,5,12,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
269,275,89,57,129,0.17,0.17,0.1,11,7,13,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,279,78,84,117,0.18,0.18,0.15,11,10,12,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
271,345,105,145,95,0.1,0.1,0.03,10,10,10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
272,266,59,79,128,0.14,0.14,0.17,7,10,13,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
273,326,106,79,141,0.14,0.1,0.07,11,8,13,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
274,315,71,136,108,0.26,0.25,0.17,8,7,8,6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
275,330,102,97,131,0.16,0.16,0.09,9,11,12,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,335,71,125,139,0.11,0.11,0.08,11,11,14,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
277,303,67,104,132,0.16,0.12,0.09,7,12,15,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
278,267,104,86,77,0,0,0.09,10,11,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
279,306,89,114,103,0.1,0.1,0.03,9,13,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,301,110,81,110,0.15,0.14,0.13,7,9,11,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
281,309,106,95,108,0.15,0.11,0.07,8,10,14,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
282,298,70,82,146,0.1,0.1,0.03,9,10,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,298,158,75,65,0.15,0.11,0.07,14,8,9,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,256,77,69,110,0.21,0.17,0.15,11,8,13,5,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,329,118,85,126,0.18,0.14,0.07,12,10,10,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,299,70,74,155,0.14,0.14,0.07,9,8,16,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
287,249,97,42,110,0.2,0.16,0.32,11,7,10,8,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
288,265,37,120,108,0.26,0.22,0.17,4,11,9,6,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,290,106,126,58,0.13,0.09,0.15,13,12,8,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
